Item_ID,Item_Store_Sales
FDH764,2679.24
FDW767,400.46
FDH765,2555.84
FDW768,1763.92
FDH766,3385.42
FDW769,3199.10
FDH767,3848.98
FDW770,2960.73
FDH768,1747.10
FDW771,2439.04
FDH769,1553.82
FDW772,3228.84
FDH770,782.60
FDW773,2095.88
FDH771,4256.08
FDW774,2053.46
FDH772,2464.87
FDW775,1783.63
FDH773,1797.17
FDW776,1803.49
FDH774,2609.95
FDW777,1464.80
FDH775,4027.95
FDW778,1964.84
FDH776,3158.25
FDW779,2054.21
FDH777,1911.21
FDW780,1301.35
FDH778,1320.40
FDW781,3505.46
FDH779,2962.95
FDW782,2731.55
FDH780,2449.09
FDW783,797.10
FDH781,2699.59
FDW784,2756.14
FDH782,1585.42
FDW785,2434.38
FDH783,2894.13
FDW786,2973.41
FDH784,2032.75
FDW787,660.23
FDH785,2168.63
FDW788,703.17
FDH786,3075.17
FDW789,1747.16
FDH787,2787.15
FDW790,1333.94
FDH788,711.60
FDW791,1732.84
FDH789,2038.19
FDW792,2297.01
FDH790,3165.38
FDW793,3000.20
FDH791,722.83
FDW794,3115.09
FDH792,1924.95
FDW795,2233.80
FDH793,1796.18
FDW796,3764.47
FDH794,2829.23
FDW797,2860.13
FDH795,2408.52
FDW798,717.27
FDH796,2456.15
FDW799,1967.28
FDH797,2856.13
FDW800,3710.30
FDH798,422.81
FDW801,1081.05
FDH799,2593.80
FDW802,1390.64
FDH800,1979.39
FDW803,2569.29
FDH801,878.08
FDW804,2600.21
FDH802,426.18
FDW805,3419.87
FDH803,3384.94
FDW806,4347.76
FDH804,2962.15
FDW807,2874.03
FDH805,2013.59
FDW808,3042.11
FDH806,927.03
FDW809,3034.50
FDH807,1164.93
FDW810,1173.73
FDH808,1885.44
FDW811,3767.08
FDH809,3069.94
FDW812,2775.74
FDH810,3030.68
FDW813,1441.34
FDH811,3605.55
FDW814,1634.99
FDH812,3906.64
FDW815,2767.39
FDH813,2681.43
FDW816,2995.79
FDH814,565.40
FDW817,2467.99
FDH815,4086.98
FDW818,2949.11
FDH816,3885.67
FDW819,2980.46
FDH817,3107.18
FDW820,2917.00
FDH818,2630.98
FDW821,3578.88
FDH819,2723.47
FDW822,707.73
FDH820,2606.38
FDW823,621.10
FDH821,2390.99
FDW824,3188.06
FDH822,3032.64
FDW825,2228.18
FDH823,957.76
FDW826,1641.07
FDH824,4343.61
FDW827,961.98
FDH825,725.99
FDW828,3107.77
FDH826,3141.03
FDW829,2694.53
FDH827,1711.14
FDW830,1987.05
FDH828,3066.94
FDW831,3890.30
FDH829,3383.87
FDW832,592.90
FDH830,3887.56
FDW833,3010.13
FDH831,3622.72
FDW834,819.90
FDH832,3307.22
FDW835,636.69
FDH833,2272.79
FDW836,2187.86
FDH834,2893.62
FDW837,723.25
FDH835,3094.20
FDW838,4121.44
FDH836,2945.68
FDW839,2835.91
FDH837,988.11
FDW840,3255.28
FDH838,891.39
FDW841,3163.13
FDH839,2118.35
FDW842,2954.60
FDH840,3546.19
FDW843,718.12
FDH841,2058.78
FDW844,2090.24
FDH842,3451.90
FDW845,1765.19
FDH843,2953.21
FDW846,2029.39
FDH844,1413.08
FDW847,1921.76
FDH845,740.80
FDW848,3953.53
FDH846,4172.29
FDW849,575.40
FDH847,2948.89
FDW850,870.08
FDH848,4080.59
FDW851,1310.46
FDH849,699.13
FDW852,1792.33
FDH850,3446.51
FDW853,1206.43
FDH851,4442.71
FDW854,3551.07
FDH852,1763.37
FDW855,3537.69
FDH853,4281.78
FDW856,2213.91
FDH854,707.72
FDW857,608.15
FDH855,741.27
FDW858,2341.53
FDH856,646.03
FDW859,1992.50
FDH857,4590.62
FDW860,2054.14
FDH858,4265.80
FDW861,2607.91
FDH859,2260.94
FDW862,2319.89
FDH860,1751.92
FDW863,2731.47
FDH861,715.32
FDW864,2980.03
FDH862,2839.39
FDW865,2588.74
FDH863,2137.15
FDW866,1921.43
FDH864,3771.58
FDW867,1508.08
FDH865,2196.82
FDW868,2350.12
FDH866,429.73
FDW869,1978.26
FDH867,1868.61
FDW870,3653.24
FDH868,1657.51
FDW871,2233.11
FDH869,916.05
FDW872,3292.29
FDH870,3530.49
FDW873,1213.83
FDH871,2002.50
FDW874,2713.21
FDH872,1769.29
FDW875,1354.63
FDH873,1140.59
FDW876,2295.76
FDH874,2970.42
FDW877,640.91
FDH875,544.71
FDW878,745.10
FDH876,1321.67
FDW879,1198.18
FDH877,685.43
FDW880,678.45
FDH878,3524.49
FDW881,1665.94
FDH879,2205.28
FDW882,1311.80
FDH880,2213.28
FDW883,2852.16
FDH881,2746.93
FDW884,2144.28
FDH882,3001.65
FDW885,2741.14
FDH883,3253.97
FDW886,2193.33
FDH884,2284.33
FDW887,3744.63
FDH885,3046.96
FDW888,688.09
FDH886,3651.65
FDW889,869.48
FDH887,3401.76
FDW890,559.37
FDH888,720.33
FDW891,3182.39
FDH889,2047.00
FDW892,2355.21
FDH890,2976.08
FDW893,1192.94
FDH891,3635.13
FDW894,1318.04
FDH892,3001.13
FDW895,3256.13
FDH893,650.92
FDW896,4246.59
FDH894,1314.02
FDW897,3837.87
FDH895,2893.25
FDW898,734.54
FDH896,4360.59
FDW899,610.92
FDH897,3016.14
FDW900,2064.36
FDH898,4539.17
FDW901,3360.87
FDH899,870.01
FDW902,3009.00
FDH900,438.39
FDW903,1322.33
FDH901,3903.96
FDW904,790.42
FDH902,2411.83
FDW905,2213.63
FDH903,2101.71
FDW906,4012.10
FDH904,3601.31
FDW907,4274.82
FDH905,3178.50
FDW908,866.07
FDH906,3044.74
FDW909,1748.80
FDH907,2303.96
FDW910,3755.22
FDH908,3188.99
FDW911,2158.98
FDH909,3426.34
FDW912,2775.22
FDH910,1994.40
FDW913,3601.90
FDH911,915.65
FDW914,1488.93
FDH912,3003.28
FDW915,2666.22
FDH913,1576.24
FDW916,4286.25
FDH914,1285.80
FDW917,1555.74
FDH915,1124.68
FDW918,2798.19
FDH916,3727.26
FDW919,2303.01
FDH917,2351.66
FDW920,2209.13
FDH918,1303.50
FDW921,4494.64
FDH919,1998.96
FDW922,2746.92
FDH920,2069.07
FDW923,2520.63
FDH921,1742.77
FDW924,1921.59
FDH922,3205.07
FDW925,2455.53
FDH923,1055.19
FDW926,617.17
FDH924,2918.04
FDW927,651.91
FDH925,2921.61
FDW928,884.15
FDH926,2728.70
FDW929,3540.75
FDH927,2268.57
FDW930,2548.93
FDH928,2348.12
FDW931,3440.98
FDH929,2440.66
FDW932,3925.22
FDH930,2099.50
FDW933,1757.02
FDH931,3372.54
FDW934,2503.68
FDH932,2923.94
FDW935,2186.48
FDH933,879.75
FDW936,1575.45
FDH934,2528.58
FDW937,4046.32
FDH935,2953.29
FDW938,2616.72
FDH936,3226.34
FDW939,1749.21
FDH937,2715.74
FDW940,1813.07
FDH938,4586.50
FDW941,3980.69
FDH939,653.28
FDW942,1737.15
FDH940,3258.52
FDW943,2992.38
FDH941,2452.53
FDW944,1998.76
FDH942,2368.34
FDW945,4053.14
FDH943,2536.59
FDW946,1585.37
FDH944,2437.67
FDW947,1148.37
FDH945,683.88
FDW948,1984.69
FDH946,2554.78
FDW949,1889.81
FDH947,3269.39
FDW950,3434.74
FDH948,4234.49
FDW951,1352.83
FDH949,4471.24
FDW952,619.57
FDH950,3338.95
FDW953,895.31
FDH951,3312.49
FDW954,891.63
FDH952,570.19
FDW955,1339.67
FDH953,1562.69
FDW956,3876.07
FDH954,1753.57
FDW957,1540.24
FDH955,740.42
FDW958,859.20
FDH956,1378.23
FDW959,1608.52
FDH957,4498.13
FDW960,2586.77
FDH958,804.68
FDW961,2659.93
FDH959,1856.24
FDW962,2606.90
FDH960,2084.66
FDW963,1352.61
FDH961,4052.78
FDW964,1019.46
FDH962,3466.73
FDW965,1482.27
FDH963,1761.97
FDW966,674.59
FDH964,1978.91
FDW967,1435.24
FDH965,3942.09
FDW968,1673.70
FDH966,2232.70
FDW969,2982.38
FDH967,2099.19
FDW970,3784.95
FDH968,2356.69
FDW971,1694.12
FDH969,2927.37
FDW972,1358.57
FDH970,871.29
FDW973,699.52
FDH971,1607.77
FDW974,1756.55
FDH972,3204.11
FDW975,1300.23
FDH973,2564.00
FDW976,1388.27
FDH974,1320.59
FDW977,1693.32
FDH975,1746.52
FDW978,643.97
FDH976,4229.25
FDW979,784.91
FDH977,2153.21
FDW980,2730.35
FDH978,2788.09
FDW981,1986.19
FDH979,1550.74
FDW982,4290.90
FDH980,2082.60
FDW983,2121.14
FDH981,2806.34
FDW984,2290.51
FDH982,2157.83
FDW985,3694.84
FDH983,2316.90
FDW986,3022.40
FDH984,2420.31
FDW987,1420.49
FDH985,2823.50
FDW988,1831.40
FDH986,3269.45
FDW989,1317.32
FDH987,1999.05
FDW990,739.92
FDH988,692.75
FDW991,1922.52
FDH989,1331.14
FDW992,2566.23
FDH990,2689.85
FDW993,3522.98
FDH991,1813.34
FDW994,1761.72
FDH992,817.15
FDW995,2455.27
FDH993,4330.90
FDW996,893.75
FDH994,2854.50
FDW997,1065.17
FDH995,2925.15
FDW998,2123.11
FDH996,3315.12
FDW999,408.55
FDH997,3417.83
FDW1000,3070.34
FDH998,4038.80
FDW1001,3026.50
FDH999,4152.56
FDW1002,2493.02
FDH1000,2259.83
FDW1003,3929.20
FDH1001,3426.06
FDW1004,1303.68
FDH1002,3366.82
FDW1005,4285.85
FDH1003,3145.91
FDW1006,665.89
FDH1004,1630.21
FDW1007,2164.50
FDH1005,1013.01
FDW1008,1935.65
FDH1006,2098.36
FDW1009,2315.14
FDH1007,1499.87
FDW1010,3356.48
FDH1008,555.53
FDW1011,1410.72
FDH1009,2736.41
FDW1012,587.05
FDH1010,1369.60
FDW1013,1100.74
FDH1011,2616.72
FDW1014,1434.72
FDH1012,1477.64
FDW1015,2824.81
FDH1013,665.96
FDW1016,2271.14
FDH1014,3008.32
FDW1017,3027.36
FDH1015,2649.73
FDW1018,1346.93
FDH1016,1924.69
FDW1019,4025.50
FDH1017,1554.32
FDW1020,2364.46
FDH1018,2346.54
FDW1021,2988.89
FDH1019,904.64
FDW1022,2814.14
FDH1020,932.65
FDW1023,1831.61
FDH1021,1329.32
FDW1024,4007.54
FDH1022,3786.14
FDW1025,2203.26
FDH1023,2235.02
FDW1026,862.49
FDH1024,3279.51
FDW1027,2129.59
FDH1025,3050.04
FDW1028,992.86
FDH1026,1820.45
FDW1029,3281.77
FDH1027,1679.36
FDW1030,2222.96
FDH1028,3691.39
FDW1031,1423.08
FDH1029,4351.39
FDW1032,1580.62
FDH1030,2546.19
FDW1033,3482.30
FDH1031,2353.44
FDW1034,2305.58
FDH1032,592.28
FDW1035,807.82
FDH1033,1535.14
FDW1036,796.86
FDH1034,2269.37
FDW1037,2685.21
FDH1035,1331.66
FDW1038,2640.85
FDH1036,2229.70
FDW1039,2546.60
FDH1037,893.04
FDW1040,1964.06
FDH1038,1845.72
FDW1041,2292.08
FDH1039,3449.05
FDW1042,432.33
FDH1040,1333.49
FDW1043,643.94
FDH1041,3051.10
FDW1044,2341.04
FDH1042,3844.80
FDW1045,1325.72
FDH1043,2056.09
FDW1046,3126.32
FDH1044,3369.65
FDW1047,1974.42
FDH1045,1493.45
FDW1048,3927.02
FDH1046,1760.75
FDW1049,3404.98
FDH1047,4216.21
FDW1050,1362.37
FDH1048,736.01
FDW1051,1160.95
FDH1049,2931.57
FDW1052,1736.08
FDH1050,3749.36
FDW1053,427.75
FDH1051,837.04
FDW1054,2370.21
FDH1052,1520.06
FDW1055,2332.32
FDH1053,1865.70
FDW1056,3140.61
FDH1054,3935.74
FDW1057,3597.59
FDH1055,1285.07
FDW1058,2856.46
FDH1056,4474.17
FDW1059,3275.08
FDH1057,2573.24
FDW1060,1922.87
FDH1058,2532.60
FDW1061,2218.91
FDH1059,3974.00
FDW1062,598.14
FDH1060,1581.23
FDW1063,2536.93
FDH1061,1951.65
FDW1064,2514.57
FDH1062,2879.10
FDW1065,2418.08
FDH1063,1088.50
FDW1066,897.04
FDH1064,3858.95
FDW1067,2181.62
FDH1065,1983.83
FDW1068,1491.11
FDH1066,2232.00
FDW1069,3529.07
FDH1067,3125.85
FDW1070,2343.27
FDH1068,2085.27
FDW1071,611.72
FDH1069,2438.01
FDW1072,2485.11
FDH1070,2571.48
FDW1073,3543.66
FDH1071,1564.93
FDW1074,2734.35
FDH1072,1606.45
FDW1075,1887.12
FDH1073,3522.51
FDW1076,602.97
FDH1074,3944.57
FDW1077,410.18
FDH1075,4007.37
FDW1078,2390.70
FDH1076,1032.84
FDW1079,809.13
FDH1077,638.18
FDW1080,2840.67
FDH1078,636.50
FDW1081,1520.92
FDH1079,1628.62
FDW1082,3748.40
FDH1080,1767.05
FDW1083,1263.82
FDH1081,867.42
FDW1084,4458.52
FDH1082,3485.24
FDW1085,3984.24
FDH1083,1369.21
FDW1086,1432.29
FDH1084,3741.60
FDW1087,1639.53
FDH1085,3056.43
FDW1088,1260.73
FDH1086,851.93
FDW1089,3019.77
FDH1087,3957.44
FDW1090,3126.56
FDH1088,2890.12
FDW1091,3170.27
FDH1089,3429.32
FDW1092,2493.49
FDH1090,630.02
FDW1093,2339.39
FDH1091,929.07
FDW1094,2510.27
FDH1092,2665.26
FDW1095,1952.83
FDH1093,4387.01
FDW1096,1330.10
FDH1094,1864.07
FDW1097,1328.60
FDH1095,599.43
FDW1098,3121.97
FDH1096,4545.50
FDW1099,3497.18
FDH1097,1564.85
FDW1100,3644.75
FDH1098,1010.93
FDW1101,2378.93
FDH1099,718.73
FDW1102,1919.67
FDH1100,2493.31
FDW1103,2018.15
FDH1101,4054.15
FDW1104,3535.09
FDH1102,2361.34
FDW1105,2180.60
FDH1103,2101.03
FDW1106,1906.90
FDH1104,2650.17
FDW1107,2343.25
FDH1105,2725.72
FDW1108,3053.78
FDH1106,2914.64
FDW1109,3460.85
FDH1107,621.79
FDW1110,1772.97
FDH1108,903.43
FDW1111,912.09
FDH1109,800.04
FDW1112,3419.11
FDH1110,1305.61
FDW1113,1230.31
FDH1111,1824.10
FDW1114,3518.32
FDH1112,1839.67
FDW1115,2482.82
FDH1113,2720.28
FDW1116,1825.57
FDH1114,2736.65
FDW1117,2081.78
FDH1115,2542.25
FDW1118,2232.77
FDH1116,793.09
FDW1119,2771.78
FDH1117,2235.35
FDW1120,1679.18
FDH1118,751.48
FDW1121,1152.12
FDH1119,2000.63
FDW1122,796.02
FDH1120,1004.64
FDW1123,1535.99
FDH1121,3749.80
FDW1124,1890.85
FDH1122,2028.56
FDW1125,1776.81
FDH1123,1620.67
FDW1126,3712.37
FDH1124,1679.70
FDW1127,3437.26
FDH1125,3450.68
FDW1128,403.39
FDH1126,1110.45
FDW1129,2290.54
FDH1127,2855.70
FDW1130,2385.87
FDH1128,560.85
FDW1131,3595.03
FDH1129,3074.64
FDW1132,2302.24
FDH1130,3765.57
FDW1133,2311.36
FDH1131,2908.98
FDW1134,774.41
FDH1132,2155.47
FDW1135,574.92
FDH1133,1217.98
FDW1136,1465.92
FDH1134,4112.46
FDW1137,476.57
FDH1135,2474.43
FDW1138,3425.79
FDH1136,3499.34
FDW1139,1156.56
FDH1137,2023.60
FDW1140,773.90
FDH1138,4170.15
FDW1141,1955.49
FDH1139,2910.27
FDW1142,3485.06
FDH1140,887.59
FDW1143,995.93
FDH1141,1456.28
FDW1144,1629.89
FDH1142,1784.67
FDW1145,624.06
FDH1143,2240.08
FDW1146,1362.74
FDH1144,4133.89
FDW1147,3458.95
FDH1145,2898.82
FDW1148,737.85
FDH1146,2499.63
FDW1149,2396.58
FDH1147,2593.53
FDW1150,4325.42
FDH1148,3290.09
FDW1151,3991.73
FDH1149,2500.21
FDW1152,1802.56
FDH1150,2126.71
FDW1153,1144.22
FDH1151,1523.30
FDW1154,3193.65
FDH1152,561.46
FDW1155,1276.75
FDH1153,2892.57
FDW1156,2236.33
FDH1154,2990.15
FDW1157,2829.74
FDH1155,1946.87
FDW1158,4426.02
FDH1156,3721.02
FDW1159,2166.28
FDH1157,2304.71
FDW1160,2943.99
FDH1158,3592.40
FDW1161,3447.70
FDH1159,2641.65
FDW1162,752.41
FDH1160,1773.17
FDW1163,3283.62
FDH1161,1981.53
FDW1164,1599.77
FDH1162,3039.44
FDW1165,3114.60
FDH1163,3437.34
FDW1166,2610.73
FDH1164,1868.48
FDW1167,1248.09
FDH1165,2348.93
FDW1168,1918.70
FDH1166,621.33
FDW1169,934.04
FDH1167,3424.71
FDW1170,1352.69
FDH1168,3680.98
FDW1171,1371.44
FDH1169,734.73
FDW1172,3158.42
FDH1170,3618.46
FDW1173,1622.50
FDH1171,2964.50
FDW1174,3607.99
FDH1172,2860.16
FDW1175,3367.90
FDH1173,1871.27
FDW1176,1287.56
FDH1174,859.41
FDW1177,3377.53
FDH1175,2023.49
FDW1178,2550.35
FDH1176,4270.21
FDW1179,2726.53
FDH1177,2252.52
FDW1180,4114.85
FDH1178,2325.05
FDW1181,1664.77
FDH1179,2730.13
FDW1182,1393.46
FDH1180,2764.01
FDW1183,3373.12
FDH1181,1531.00
FDW1184,2532.13
FDH1182,2724.97
FDW1185,1382.13
FDH1183,3169.62
FDW1186,692.93
FDH1184,3875.71
FDW1187,717.90
FDH1185,761.63
FDW1188,923.64
FDH1186,867.63
FDW1189,3800.70
FDH1187,3709.11
FDW1190,3422.51
FDH1188,1475.21
FDW1191,2948.26
FDH1189,2729.52
FDW1192,2830.81
FDH1190,2610.25
FDW1193,3173.61
FDH1191,3624.87
FDW1194,2112.97
FDH1192,4286.48
FDW1195,2464.25
FDH1193,2151.02
FDW1196,2327.71
FDH1194,4380.27
FDW1197,1873.04
FDH1195,864.62
FDW1198,2203.54
FDH1196,2339.29
FDW1199,2041.83
FDH1197,2626.26
FDW1200,1591.56
FDH1198,1365.82
FDW1201,2619.41
FDH1199,929.44
FDW1202,1550.77
FDH1200,598.20
FDW1203,1384.23
FDH1201,1256.75
FDW1204,1500.75
FDH1202,2098.58
FDW1205,1243.11
FDH1203,1562.64
FDW1206,1249.52
FDH1204,1214.37
FDW1207,3116.02
FDH1205,3683.15
FDW1208,3063.95
FDH1206,847.19
FDW1209,4033.14
FDH1207,757.50
FDW1210,1476.50
FDH1208,2476.90
FDW1211,1429.64
FDH1209,3486.27
FDW1212,3474.05
FDH1210,1792.23
FDW1213,2821.99
FDH1211,4139.51
FDW1214,1617.25
FDH1212,1642.17
FDW1215,2080.82
FDH1213,2430.62
FDW1216,2926.29
FDH1214,1294.57
FDW1217,2224.49
FDH1215,4035.35
FDW1218,1810.45
FDH1216,2064.26
FDW1219,2216.53
FDH1217,685.23
FDW1220,1851.81
FDH1218,1312.21
FDW1221,888.41
FDH1219,2677.17
FDW1222,2912.36
FDH1220,1618.21
FDW1223,2705.84
FDH1221,3967.10
FDW1224,1169.00
FDH1222,2988.80
FDW1225,2133.25
FDH1223,3043.60
FDW1226,1089.68
FDH1224,2779.31
FDW1227,1815.44
FDH1225,3367.44
FDW1228,678.31
FDH1226,1686.32
FDW1229,1328.41
FDH1227,2188.41
FDW1230,2589.89
FDH1228,1170.87
FDW1231,1486.95
FDH1229,3224.91
FDW1232,1028.14
FDH1230,1376.00
FDW1233,724.12
FDH1231,3571.92
FDW1234,2376.94
FDH1232,2243.81
FDW1235,2145.86
FDH1233,3950.99
FDW1236,3972.40
FDH1234,4395.55
FDW1237,2354.57
FDH1235,2889.60
FDW1238,764.85
FDH1236,736.90
FDW1239,2834.93
FDH1237,3079.34
FDW1240,1053.76
FDH1238,3892.89
FDW1241,1631.71
FDH1239,3240.10
FDW1242,1896.65
FDH1240,691.34
FDW1243,2629.34
FDH1241,1295.47
FDW1244,4093.01
FDH1242,851.80
FDW1245,2303.27
FDH1243,2927.56
FDW1246,3005.34
FDH1244,2545.26
FDW1247,1313.95
FDH1245,1565.97
FDW1248,873.31
FDH1246,1490.47
FDW1249,1498.94
FDH1247,2757.97
FDW1250,3536.60
FDH1248,2570.02
FDW1251,2518.49
FDH1249,1664.48
FDW1252,855.45
FDH1250,1431.19
FDW1253,2996.37
FDH1251,976.20
FDW1254,3474.29
FDH1252,1817.83
FDW1255,2395.58
FDH1253,1129.73
FDW1256,2985.71
FDH1254,802.86
FDW1257,663.40
FDH1255,1712.94
FDW1258,1288.60
FDH1256,2029.02
FDW1259,678.89
FDH1257,1658.93
FDW1260,724.01
FDH1258,2743.53
FDW1261,1379.68
FDH1259,868.70
FDW1262,1472.08
FDH1260,1639.89
FDW1263,3717.92
FDH1261,4296.53
FDW1264,1863.06
FDH1262,2249.24
FDW1265,1314.89
FDH1263,2568.89
FDW1266,1521.38
FDH1264,2128.14
FDW1267,2889.29
FDH1265,1259.12
FDW1268,1561.06
FDH1266,1032.66
FDW1269,3501.69
FDH1267,2387.63
FDW1270,3335.13
FDH1268,3446.34
FDW1271,1441.48
FDH1269,2951.57
FDW1272,3298.78
FDH1270,2879.46
FDW1273,1337.69
FDH1271,1353.17
FDW1274,2148.69
FDH1272,3848.71
FDW1275,2299.55
FDH1273,4157.25
FDW1276,3424.76
FDH1274,3168.66
FDW1277,3756.48
FDH1275,3843.07
FDW1278,2217.86
FDH1276,3254.51
FDW1279,4013.68
FDH1277,681.55
FDW1280,1505.64
FDH1278,3230.10
FDW1281,2272.98
FDH1279,2187.53
FDW1282,1377.49
FDH1280,2020.14
FDW1283,1506.86
FDH1281,3953.83
FDW1284,4133.15
FDH1282,4093.71
FDW1285,728.17
FDH1283,4505.45
FDW1286,1139.75
FDH1284,2397.24
FDW1287,853.92
FDH1285,2438.02
FDW1288,3135.32
FDH1286,2413.28
FDW1289,1189.13
FDH1287,2184.20
FDW1290,1840.91
FDH1288,3163.11
FDW1291,3257.73
FDH1289,643.51
FDW1292,3537.31
FDH1290,2587.93
FDW1293,2658.55
FDH1291,3410.00
FDW1294,3951.36
FDH1292,3217.10
FDW1295,4165.95
FDH1293,3421.93
FDW1296,3308.34
FDH1294,3979.74
FDW1297,2254.31
FDH1295,749.07
FDW1298,3220.19
FDH1296,3095.85
FDW1299,1324.45
FDH1297,3491.98
FDW1300,2035.90
FDH1298,3559.11
FDW1301,2199.33
FDH1299,679.42
FDW1302,3202.06
FDH1300,2993.96
FDW1303,1977.34
FDH1301,1306.61
FDW1304,1687.66
FDH1302,1714.53
FDW1305,2768.97
FDH1303,2171.47
FDW1306,1337.79
FDH1304,2731.07
FDW1307,2459.21
FDH1305,2337.23
FDW1308,2254.41
FDH1306,720.29
FDW1309,1932.92
FDH1307,691.68
FDW1310,2257.03
FDH1308,878.34
FDW1311,3723.59
FDH1309,698.01
FDW1312,3358.77
FDH1310,1405.99
FDW1313,2380.25
FDH1311,2748.60
FDW1314,3816.18
FDH1312,2422.48
FDW1315,2509.28
FDH1313,1755.64
FDW1316,3928.70
FDH1314,3903.26
FDW1317,3179.14
FDH1315,1749.44
FDW1318,702.54
FDH1316,1472.75
FDW1319,3968.28
FDH1317,1382.55
FDW1320,1282.14
FDH1318,1480.20
FDW1321,698.29
FDH1319,2585.78
FDW1322,2157.98
FDH1320,816.97
FDW1323,1397.88
FDH1321,4179.52
FDW1324,2328.03
FDH1322,711.91
FDW1325,2554.57
FDH1323,1047.28
FDW1326,3082.24
FDH1324,888.10
FDW1327,2637.60
FDH1325,1327.33
FDW1328,2971.52
FDH1326,1670.42
FDW1329,721.30
FDH1327,2277.46
FDW1330,1054.16
FDH1328,3145.21
FDW1331,872.34
FDH1329,693.17
FDW1332,4373.69
FDH1330,2011.26
FDW1333,3847.12
FDH1331,1255.05
FDW1334,2155.50
FDH1332,2782.35
FDW1335,406.91
FDH1333,2315.18
FDW1336,4094.17
FDH1334,4000.93
FDW1337,3308.90
FDH1335,1894.57
FDW1338,4125.72
FDH1336,2090.58
FDW1339,1319.58
FDH1337,1355.13
FDW1340,886.24
FDH1338,2583.21
FDW1341,1819.50
FDH1339,2619.71
FDW1342,1859.60
FDH1340,3329.56
FDW1343,3997.37
FDH1341,747.59
FDW1344,2616.10
FDH1342,3422.33
FDW1345,2139.78
FDH1343,3673.77
FDW1346,1806.82
FDH1344,700.61
FDW1347,983.07
FDH1345,2027.22
FDW1348,3842.85
FDH1346,682.65
FDW1349,3020.82
FDH1347,430.89
FDW1350,2528.23
FDH1348,2131.30
FDW1351,1829.79
FDH1349,3172.19
FDW1352,4179.36
FDH1350,3187.34
FDW1353,623.75
FDH1351,2565.97
FDW1354,1598.00
FDH1352,3996.35
FDW1355,3300.42
FDH1353,3492.16
FDW1356,3833.74
FDH1354,2639.62
FDW1357,2045.45
FDH1355,1854.68
FDW1358,1829.02
FDH1356,3038.71
FDW1359,1497.26
FDH1357,1913.49
FDW1360,2339.63
FDH1358,755.37
FDW1361,2274.17
FDH1359,1209.06
FDW1362,3277.30
FDH1360,1843.81
FDW1363,1446.58
FDH1361,1684.46
FDW1364,3666.54
FDH1362,837.47
FDW1365,653.09
FDH1363,2248.91
FDW1366,2289.89
FDH1364,3954.96
FDW1367,604.22
FDH1365,3103.77
FDW1368,3125.32
FDH1366,3094.87
FDW1369,2304.11
FDH1367,1324.93
FDW1370,3285.63
FDH1368,1751.31
FDW1371,2601.69
FDH1369,2634.94
FDW1372,1831.00
FDH1370,2178.36
FDW1373,2842.04
FDH1371,748.40
FDW1374,2577.35
FDH1372,3220.57
FDW1375,1305.15
FDH1373,3232.08
FDW1376,764.64
FDH1374,1738.75
FDW1377,1168.35
FDH1375,2007.05
FDW1378,3716.50
FDH1376,1678.44
FDW1379,1305.97
FDH1377,806.67
FDW1380,4250.95
FDH1378,1292.27
FDW1381,3263.81
FDH1379,3431.24
FDW1382,1686.21
FDH1380,1261.44
FDW1383,3306.53
FDH1381,2996.77
FDW1384,1558.41
FDH1382,2678.02
FDW1385,2640.06
FDH1383,3464.00
FDW1386,1461.35
FDH1384,2871.58
FDW1387,3046.58
FDH1385,3747.46
FDW1388,858.35
FDH1386,4478.37
FDW1389,4255.61
FDH1387,2138.82
FDW1390,3794.48
FDH1388,1441.82
FDW1391,2392.94
FDH1389,3009.25
FDW1392,1653.99
FDH1390,2370.68
FDW1393,1217.49
FDH1391,4183.36
FDW1394,405.46
FDH1392,2490.93
FDW1395,2512.36
FDH1393,591.55
FDW1396,2620.47
FDH1394,1996.07
FDW1397,1984.41
FDH1395,2062.46
FDW1398,2346.19
FDH1396,1703.47
FDW1399,1715.91
FDH1397,2513.06
FDW1400,1506.44
FDH1398,614.53
FDW1401,3044.14
FDH1399,2546.71
FDW1402,2490.73
FDH1400,1930.03
FDW1403,3813.26
FDH1401,2980.33
FDW1404,1518.95
FDH1402,2209.80
FDW1405,1557.66
FDH1403,717.29
FDW1406,4590.27
FDH1404,803.91
FDW1407,1440.99
FDH1405,1676.30
FDW1408,1012.74
FDH1406,1505.40
FDW1409,762.74
FDH1407,2270.43
FDW1410,2268.20
FDH1408,611.78
FDW1411,1777.38
FDH1409,2341.62
FDW1412,1266.53
FDH1410,1383.85
FDW1413,1479.85
FDH1411,1455.91
FDW1414,1731.94
FDH1412,806.37
FDW1415,2280.97
FDH1413,1338.39
FDW1416,4156.51
FDH1414,1417.10
FDW1417,759.47
FDH1415,1615.17
FDW1418,2327.16
FDH1416,1249.36
FDW1419,1615.17
FDH1417,2203.54
FDW1420,1648.28
FDH1418,1730.74
FDW1421,3958.49
FDH1419,4087.08
FDW1422,2035.10
FDH1420,3477.71
FDW1423,4331.87
FDH1421,2756.20
FDW1424,687.02
FDH1422,1911.51
FDW1425,4217.62
FDH1423,1124.33
FDW1426,4323.87
FDH1424,3438.65
FDW1427,3473.12
FDH1425,3686.80
FDW1428,4160.00
FDH1426,3036.69
FDW1429,1964.44
FDH1427,2296.19
FDW1430,3324.57
FDH1428,2166.93
FDW1431,1943.44
FDH1429,711.69
FDW1432,1367.44
