Unnamed: 0,Item_ID,Weight,Visibility,Max_Price,Store_Establishment_Year,Item_Store_Sales,tracker,FatContent_LF,FatContent_Low Fat,FatContent_Regular,FatContent_low fat,FatContent_reg,Category_Baking Goods,Category_Breads,Category_Breakfast,Category_Canned,Category_Dairy,Category_Frozen Foods,Category_Fruits and Vegetables,Category_Hard Drinks,Category_Health and Hygiene,Category_Household,Category_Meat,Category_Others,Category_Seafood,Category_Snack Foods,Category_Soft Drinks,Category_Starchy Foods,Store_Size_High,Store_Size_Medium,Store_Size_Small,Store_Location_Type_Tier 1,Store_Location_Type_Tier 2,Store_Location_Type_Tier 3,Store_Type_Grocery Store,Store_Type_Supermarket Type1,Store_Type_Supermarket Type2,Store_Type_Supermarket Type3,Store_ID_OUT013,Store_ID_OUT018,Store_ID_OUT019,Store_ID_OUT027,Store_ID_OUT035,Store_ID_OUT046,Store_ID_OUT049
2106,FDN04,11.8,0.014075333999999998,176.8344,1987,3568.688,2106,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2107,FDW47,15.0,0.046336634,120.0414,1987,3533.4006,2107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2108,FDB17,13.15,0.036641589,180.7976,1987,6157.3184,2108,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2109,FDR56,15.5,0.101176316,198.9768,2009,4729.8432,2109,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2112,FDH05,14.35,0.091054989,231.8984,1999,4633.968,2112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2114,FDC51,10.895,0.009620041999999999,121.67299999999999,2004,1970.7679999999998,2114,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2117,NCR53,12.15,0.14526636,224.0404,1999,3375.6059999999998,2117,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2118,FDS04,10.195,0.14666293800000002,138.6838,1997,2388.2246,2118,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2119,FDC03,8.575,0.07178670599999999,193.3794,1987,780.3176,2119,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2121,FDK16,9.065,0.11579959199999999,95.3094,2009,1713.7692,2121,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2122,NCC30,16.6,0.027579198,178.7344,1997,1605.9096,2122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2124,NCO54,19.5,0.014332438999999999,57.1614,2009,1381.535,2124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2126,DRE27,11.85,0.132876847,98.0726,1999,1076.5986,2126,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2127,FDQ10,12.85,0.03315162,170.6422,1987,2931.5174,2127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2128,NCU42,9.0,0.019536981000000002,170.0474,1999,4211.185,2128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2129,FDX43,5.655,0.085258864,165.85,2004,1830.95,2129,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2130,NCD19,8.93,0.013179388,55.1614,1997,939.4438,2130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2131,NCI54,15.2,0.033592687,108.1912,2004,1856.2504,2131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2134,FDS57,15.5,0.103603094,143.547,1999,1431.47,2134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2135,FDI52,18.7,0.10484088400000001,122.1072,1999,490.0288,2135,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2136,DRK12,9.5,0.042056944000000006,31.89,2009,366.19,2136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2139,FDR49,8.71,0.0,46.5376,1987,575.2512,2139,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2143,NCU05,11.8,0.05872513099999999,82.3618,2004,1208.427,2143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2145,NCM30,19.1,0.067239404,39.6796,1987,660.4736,2145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2146,FDH24,20.7,0.021464453999999997,156.6288,1999,3928.22,2146,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2147,DRO47,10.195,0.112681821,113.986,2009,452.744,2147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2149,DRJ37,10.8,0.061101382999999995,151.9024,1997,2580.6408,2149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2150,NCJ42,19.75,0.014359584,100.8332,2009,1537.9979999999998,2150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2151,FDD05,19.35,0.016637301,120.9098,1999,1687.1372,2151,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2152,FDC39,7.405,0.159843921,206.6296,2009,3115.9440000000004,2152,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2156,NCQ50,18.75,0.034307348,215.2218,1997,4701.8796,2156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2157,FDX50,20.1,0.07462720099999999,110.3228,1997,1768.3648,2157,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2159,FDM58,16.85,0.080015028,111.8544,2009,1677.816,2159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2161,FDS50,17.0,0.055519560999999995,219.8114,1999,1108.557,2161,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2163,FDR60,14.3,0.130946374,76.7328,2009,1312.9576,2163,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2164,FDG22,17.6,0.041381156,35.019,1997,659.1419999999999,2164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2166,DRJ39,20.25,0.036474041,218.3482,2009,2409.5302,2166,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2170,DRG48,5.78,0.014555066,145.2102,1997,3062.0142,2170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2172,FDP28,13.65,0.080765853,262.8936,1999,4958.8784,2172,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2176,DRL47,19.7,0.038729457,127.3362,2004,755.0172,2176,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2177,FDP38,10.1,0.032075379,50.9008,1987,354.2056,2177,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2179,FDO23,17.85,0.146305498,94.1436,1987,1607.2412,2179,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2180,NCE54,20.7,0.026877471,74.6354,1987,1053.2956,2180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2181,FDS52,8.89,0.005474515,99.7016,1997,1922.8304,2181,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2182,FDW01,14.5,0.064048405,153.4682,2004,1677.1502,2182,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2184,DRE15,13.35,0.017857847,77.5012,2009,1518.024,2184,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2185,FDR58,6.675,0.041921462,92.3462,1997,2406.2012,2185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2186,FDL24,10.3,0.024875871,173.0422,1987,2069.3064,2186,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2188,FDX56,17.1,0.073997843,207.0638,1987,4969.5312,2188,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2189,FDD20,14.15,0.020798905,123.6046,2009,1245.046,2189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2191,FDW13,8.5,0.098283459,51.3324,2009,934.7832,2191,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2192,FDF09,6.215,0.012138795,39.2848,1987,521.9872,2192,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2193,FDY45,17.5,0.0,253.0356,2004,4578.0408,2193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2195,FDZ01,8.975,0.009058845,103.399,1997,2579.975,2195,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2197,FDG52,13.65,0.065898197,46.1402,2009,459.402,2197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2199,FDX49,4.615,0.101812521,232.23,2004,5126.66,2199,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2200,FDJ44,12.3,0.106327251,172.8396,1997,2616.594,2200,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2202,FDZ52,19.2,0.100055601,112.4886,2004,1223.0746,2202,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2203,FDE17,20.1,0.054540159000000005,152.1366,1999,755.683,2203,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2204,FDG34,11.5,0.037723476,109.5254,2009,1953.4572,2204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2206,FDD56,15.2,0.104201019,176.5054,2009,2976.7918,2206,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2208,FDQ13,11.1,0.010639596000000001,84.1908,2004,755.0172,2208,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2211,NCG42,19.2,0.041220035,131.231,2004,3635.268,2211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2214,FDR35,12.5,0.020693809,199.1742,2004,4379.6324,2214,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2216,FDT45,15.85,0.057302606,53.3956,2004,600.5516,2216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2218,DRE49,20.75,0.0,153.0024,2004,2428.8384,2218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2219,DRF60,10.8,0.052149675,239.9564,1999,3813.7024,2219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2220,NCB54,8.76,0.05013052900000001,128.3336,1999,2556.672,2220,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2221,FDH20,16.1,0.024987903,97.34100000000001,1999,1255.0330000000001,2221,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2222,FDA31,7.1,0.109990885,172.908,2004,2769.728,2222,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2225,FDW44,9.5,0.035121963,168.6448,1987,1022.6688,2225,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2226,DRE48,8.43,0.017311312,197.8768,1987,3744.4592,2226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2228,FDA38,5.44,0.025583714,239.1538,2009,480.7076,2228,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2229,FDQ19,7.35,0.014353174,242.6512,1987,969.4048,2229,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2231,FDE17,20.1,0.054410179,151.3366,1987,2720.4588,2231,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2232,FDY25,12.0,0.033974436000000004,181.8976,1997,4527.44,2232,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2233,FDT03,21.25,0.009996872,185.5608,2004,3123.9336,2233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2238,FDU23,12.15,0.021811987,163.6184,2009,2311.6576,2238,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2241,FDR20,20.0,0.028167478,45.5744,1999,452.744,2241,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2242,FDY11,6.71,0.029560451,65.8142,1997,856.8846,2242,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2245,FDZ27,7.935,0.017141985,50.035,1987,149.805,2245,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2247,FDG29,17.6,0.056379439,42.7454,1999,293.6178,2247,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2248,NCA30,19.0,0.129534812,190.1872,1999,5105.3544,2248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2250,DRE15,13.35,0.0,77.6012,1997,986.7156,2250,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2251,NCS38,8.6,0.090191431,112.9176,1997,458.0704,2251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2254,FDH41,9.0,0.08201152099999999,213.3534,1997,1935.4806,2254,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2255,DRF23,4.61,0.122843005,172.4396,1999,1569.9564,2255,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2257,FDY10,17.6,0.049144165,112.7176,1999,1717.764,2257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2258,FDS43,11.65,0.040577878,188.22400000000002,1999,1304.968,2258,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2259,NCM30,19.1,0.067400032,41.9796,1999,784.3124,2259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2263,NCF07,9.0,0.03201648,99.6016,2004,1922.8304,2263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2264,FDJ09,15.0,0.058346234000000004,44.0744,1987,633.8416,2264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2267,FDX34,6.195,0.07209744900000001,119.3098,1999,1205.098,2267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2268,FDV60,20.2,0.11754371300000001,197.31099999999998,1999,3338.987,2268,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2269,FDE32,20.7,0.048718334,38.7506,1987,227.7036,2269,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2270,NCI30,20.25,0.059175599999999995,245.046,2009,4680.5740000000005,2270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2271,FDS37,7.655,0.031918284,117.7492,1987,695.0952,2271,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2276,FDQ33,13.35,0.091189915,149.3708,2004,4514.124,2276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2279,FDC08,19.0,0.103363904,226.172,1987,3169.208,2279,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2280,FDD20,14.15,0.020714523000000002,124.2046,1997,2490.092,2280,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2281,FDS24,20.85,0.062212712999999996,88.1514,2004,1151.1682,2281,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2283,NCX30,16.7,0.026729067999999998,248.4776,2009,6439.6176,2283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2284,FDM01,7.895,0.094567181,104.5332,1997,1845.5976,2284,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2285,FDB20,7.72,0.05193741,77.9986,1987,934.7832,2285,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2287,FDS11,7.05,0.055644887000000004,224.9088,1999,2684.5056,2287,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2289,DRL60,8.52,0.027101431000000002,151.7682,1999,2439.4912,2289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2291,FDV09,12.1,0.020652362,149.5734,2009,2227.101,2291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2292,FDQ39,14.8,0.081042136,192.4846,1997,5159.2842,2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2293,DRE49,20.75,0.021336565,153.6024,2009,1366.2216,2293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2296,FDQ26,13.5,0.06814888599999999,58.6562,2009,711.0744,2296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2298,FDT24,12.35,0.186616421,78.6328,2009,1004.0264,2298,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2301,DRG37,16.2,0.019374768,155.8972,2004,2025.3636,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2302,FDJ07,7.26,0.014482278000000001,118.115,2009,1864.24,2302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2303,FDP32,6.65,0.08780578800000001,126.7678,1999,1907.517,2303,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2304,FDV59,13.35,0.048027043,218.9166,1997,5660.6316,2304,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2305,FDP60,17.35,0.055908268,99.8016,2004,607.2096,2305,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2308,FDW28,18.25,0.088807455,197.3452,2004,2740.4328,2308,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2309,FDP56,8.185,0.046556408,47.7692,1999,640.4996,2309,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2310,FDT25,7.5,0.050750977,122.2072,1997,1960.1152,2310,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2311,FDQ12,12.65,0.035404052000000005,230.601,2004,2067.3089999999997,2311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2312,FDR60,14.3,0.13039045800000001,77.2328,2004,231.6984,2312,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
